character,Admiral Croft,Anna Weston,Anne Elliot,Anne Steele,Anne de Bourgh,Augusta Elton,Captain Benwick,Captain Harville,Captain Wentworth,Caroline Bingley,Catherine Morland,Charles Bingley,Charles Hayter,Charles Musgrove,Charlotte Lucas,Charlotte Palmer,Colonel Brandon,Colonel Fitzwilliam,Dr. Grant,Edmund Bertram,Edward Ferrars,Eleanor Tilney,Elinor Dashwood,Elizabeth Bennet,Elizabeth Elliot,Emma Woodhouse,Fanny Dashwood,Fanny Price,Fitzwilliam Darcy,Frank Churchill,Frederick Tilney,General Tilney,George Knightley,George Wickham,Georgiana Darcy,Harriet Smith,Henrietta Musgrove,Henry Crawford,Henry Tilney,Isabella Knightley,Isabella Thorpe,James Morland,Jane Bennet,Jane Fairfax,John Dashwood,John Knightley,John Thorpe,John Willoughby,Julia Bertram,Kitty Bennet,Lady Bertram,Lady Catherine de Bourgh,Lady Lucas,Lady Middleton,Lady Russell,Louisa Musgrove,Lucy Steele,Lydia Bennet,Margaret Dashwood,Maria Bertram,Marianne Dashwood,Mary Bennet,Mary Crawford,Mary Musgrove,Miss Bates,Mr. Allen,Mr. Bennet,Mr. Gardiner,Mr. Hurst,Mr. Musgrove,Mr. Perry,Mr. Rushworth,Mr. Shepherd,Mr. Weston,Mr. Woodhouse,Mr. Yates,Mrs. Allen,Mrs. Bates,Mrs. Bennet,Mrs. Clay,Mrs. Cole,Mrs. Croft,Mrs. Dashwood,Mrs. Ferrars,Mrs. Gardiner,Mrs. Grant,Mrs. Harville,Mrs. Hurst,Mrs. Jennings,Mrs. Morland,Mrs. Musgrove,Mrs. Norris,Mrs. Phillips,Mrs. Price,Mrs. Rushworth,Mrs. Smith,Mrs. Thorpe,Philip Elton,Robert Ferrars,Robert Martin,Sir John Middleton,Sir Thomas Bertram,Sir Walter Elliot,Sir William Lucas,Susan Price,Thomas Palmer,Tom Bertram,William Collins,William Elliot,William Price
Mrs. Cole,0.029202,0.158877,-0.142632,0.191527,-0.055367,0.030615,-0.195087,-0.130228,-0.117144,-0.098536,-0.067763,-0.118346,0.000409,-0.033782,0.01122,0.030808,-0.020031,-0.041403,0.036205,-0.176847,-0.140061,0.034749,-0.095044,-0.196805,-0.089746,0.03123,-0.087459,-0.229794,-0.174036,0.104427,-0.174945,-0.05293,0.08047,-0.19004,-0.165765,-0.021539,-0.084149,-0.144745,-0.01104,0.19291,-0.125043,-0.081581,-0.148415,0.13112,-0.068134,0.067831,-0.030353,-0.08548,-0.062644,0.02267,-0.187546,-0.087989,-0.110733,-0.054437,-0.045926,-0.072025,-0.101877,-0.088649,0.076463,-0.168121,-0.086989,-0.100686,-0.165126,-0.030928,0.178605,0.123079,-0.092124,0.127342,-0.1313,0.097993,0.207073,-0.042049,0.07132,0.218088,0.164671,0.094076,0.147889,0.204912,0.018108,0.057607,1.0,0.039353,-0.10034,-0.025051,-0.026695,-0.112576,0.001236,0.077865,0.121374,0.063366,0.011715,-0.025397,0.121823,-0.047853,0.070294,0.096367,-0.001916,0.139616,-0.003354,0.048762,0.008015,-0.162145,-0.016816,-0.158041,-0.08407,0.090679,-0.043042,-0.033491,-0.07333,-0.123607
Mrs. Croft,0.550131,0.000149,0.349538,0.026343,-0.034241,-0.08978,0.356238,0.22231,0.476813,-0.164804,-0.20092,-0.227989,0.24836,0.319385,-0.178704,-0.020876,-0.155754,-0.124005,0.029908,-0.204047,-0.200754,-0.162596,-0.148651,-0.267472,0.152172,-0.175479,-0.056847,-0.203823,-0.266528,-0.163693,-0.13905,-0.228071,-0.185879,-0.168213,-0.074052,-0.155976,0.409391,-0.208431,-0.205049,-0.001533,-0.197833,-0.170932,-0.196661,-0.096584,-0.112722,-0.14864,-0.222632,-0.213572,-0.107614,-0.08213,-0.091983,-0.106536,-0.021659,0.033364,0.284551,0.443192,-0.131219,-0.096124,0.02287,-0.129119,-0.059331,-0.063303,-0.16394,0.438108,-0.054029,-0.045329,-0.163231,-0.166098,-0.114643,0.413149,-0.074317,-0.13753,0.243774,-0.066419,-0.142754,-0.082475,0.020511,0.013349,-0.110571,0.397219,0.039353,1.0,-0.070579,-0.036608,-0.126861,-0.133722,0.344428,0.061556,-0.030356,-0.029367,0.621131,-0.053496,0.021041,-0.141781,-0.03423,0.163238,0.086054,-0.182837,-0.134737,-0.204875,-0.083138,-0.204446,0.262145,-0.118607,-0.068356,-0.092736,-0.102767,-0.238666,0.097097,-0.172569
Mrs. Dashwood,-0.193465,0.043975,-0.169823,0.007851,-0.009257,0.070462,-0.162998,-0.10792,-0.278047,-0.047104,-0.0189,-0.108275,-0.243584,-0.219823,-0.152264,0.130314,0.459744,-0.115259,-0.005978,0.013712,0.460987,0.027144,0.694488,0.032031,-0.117168,0.016607,0.306883,0.018033,-0.03845,-0.101871,-0.042884,-0.018666,-0.037153,-0.058099,0.04057,-0.007141,-0.224889,-0.0629,-0.069177,0.011047,-0.044827,-0.071543,0.03485,0.021504,0.609859,0.009453,-0.110714,0.47532,-0.040102,-0.09987,0.014603,-0.085714,-0.025006,0.225003,-0.083613,-0.201481,0.403424,-0.021913,0.295113,0.061647,0.610284,-0.054638,-0.054648,-0.160764,-0.070846,-0.120936,-0.002348,-0.02306,-0.125044,-0.175878,-0.099138,-0.130508,-0.127006,-0.037797,-0.023069,-0.215113,-0.038431,0.001072,0.084833,-0.096311,-0.10034,-0.070579,1.0,0.559275,0.019487,0.02033,-0.054916,-0.068895,0.519288,0.118843,-0.159236,0.06312,-0.150766,0.018227,-0.092659,0.012731,0.100172,0.001625,0.173829,-0.089452,0.190354,-0.042559,-0.148113,-0.100995,-0.055984,0.268794,-0.087121,-0.111944,-0.14163,-0.07503
Mrs. Ferrars,-0.239975,-0.126354,-0.217219,0.392554,0.009451,-0.263137,-0.181739,-0.310992,-0.21243,-0.157249,-0.198043,-0.201911,-0.042627,-0.248827,-0.168433,0.051971,0.279533,-0.345993,0.111211,-0.038481,0.57129,-0.124141,0.56919,-0.243666,-0.003732,-0.22105,0.506459,-0.127373,-0.275151,-0.280497,-0.21809,-0.028791,-0.26563,-0.183153,-0.06576,-0.208029,-0.073086,-0.148829,-0.141592,0.048813,-0.283396,-0.210631,-0.123082,-0.162558,0.532938,-0.252976,-0.302493,0.187208,0.018809,-0.086393,-0.061012,-0.183543,0.044162,0.327515,0.179362,-0.033041,0.533304,-0.084222,0.364473,-0.003419,0.498893,-0.076957,-0.170153,-0.038558,-0.128001,-0.129609,-0.381586,-0.232482,-0.217305,0.021903,-0.297412,-0.178329,0.052621,-0.198575,-0.224798,-0.104864,-0.106858,0.085617,-0.060897,0.012774,-0.025051,-0.036608,0.559275,1.0,-0.134142,-0.205205,-0.016978,-0.00326,0.577987,0.247835,-0.056651,0.094024,0.001783,0.047747,0.129173,-0.191518,0.129605,-0.105648,0.532788,-0.236756,0.140913,-0.032769,0.028051,-0.216346,0.153509,0.099287,-0.088755,-0.142963,-0.212006,-0.170361
Mrs. Gardiner,-0.130736,0.007238,-0.103584,-0.131445,0.122269,0.093537,-0.188433,-0.144553,-0.214146,0.427451,0.005414,0.397668,-0.140982,-0.215949,0.325023,0.118871,-0.061959,0.232454,-0.04308,-0.152184,-0.155241,-0.032532,-0.073331,0.443388,0.032384,-0.042074,-0.07765,-0.029223,0.403446,-0.048337,-0.095711,-0.031481,-0.089683,0.338781,0.416837,-0.0555,-0.246241,-0.159413,-0.144798,-0.052881,-0.010932,-0.047363,0.387583,0.057345,-0.065892,-0.090118,-0.072971,-0.066086,-0.173028,0.159512,-0.013593,0.371347,0.195515,-0.063197,-0.111396,-0.215022,-0.132432,0.251128,-0.100433,-0.178086,-0.114076,0.042443,-0.054567,-0.133958,0.084413,-0.019778,0.265751,0.247298,0.096564,-0.308202,-0.06578,-0.224547,-0.151333,-0.053637,-0.063574,-0.203825,0.093483,0.0745,0.372177,-0.051173,-0.026695,-0.126861,0.019487,-0.134142,1.0,0.100588,-0.108403,0.245143,-0.108642,-0.110466,-0.228549,-0.042883,0.155978,0.031448,-0.120839,0.048844,-0.00721,-0.093509,-0.157231,-0.065442,-0.101045,-0.1572,-0.175538,0.138533,-0.064679,0.044576,-0.230969,0.337458,-0.053121,-0.139936
Mrs. Grant,-0.02303,0.045884,0.109166,-0.293068,-0.021402,0.432732,-0.229146,0.221386,-0.192741,0.009293,0.404639,-0.111723,-0.271818,0.000793,-0.086977,0.074382,0.025038,0.117611,0.039081,0.50074,0.078036,0.270714,0.042462,0.299259,-0.315986,0.323435,-0.012359,0.663528,0.078576,0.222625,0.316069,0.067571,0.183742,0.056898,0.0005,0.315456,-0.170645,0.435176,0.158766,-0.205666,0.485909,0.303386,0.074012,0.226248,-0.134916,0.236788,0.325082,0.183663,0.366026,-0.002865,0.558259,-0.002808,-0.113951,-0.1609,-0.379702,-0.267925,0.051733,0.05491,-0.299325,0.431163,-0.119675,0.016743,0.655124,-0.165916,0.050581,-0.136126,0.338007,0.251604,0.055892,-0.481503,0.174886,0.275903,-0.26467,0.051975,0.063148,-0.105643,0.017609,-0.101243,-0.000263,-0.197221,-0.112576,-0.133722,0.02033,-0.205205,0.100588,1.0,-0.122591,-0.265765,-0.174215,-0.208357,-0.242283,0.481335,-0.343336,0.381315,-0.193939,0.263195,-0.052434,-0.079299,-0.068348,0.135341,-0.15211,0.368948,-0.266137,-0.078011,0.027917,0.095731,0.210815,-0.159906,-0.041289,0.371243
Mrs. Harville,0.085453,-0.08842,0.222353,0.00332,-0.005383,-0.157203,0.26879,0.259101,0.316981,-0.188505,-0.140809,-0.162033,0.237885,0.31947,-0.189449,-0.035714,-0.18537,-0.205104,0.084526,-0.156001,-0.16725,-0.123872,-0.158428,-0.214041,0.091488,-0.139192,-0.138455,-0.130274,-0.24306,-0.159049,-0.103768,-0.06973,-0.207674,-0.14358,-0.106203,0.021211,0.369493,-0.173665,-0.159382,0.118858,-0.176145,-0.167292,-0.18784,-0.15209,0.000201,-0.222417,-0.201365,-0.176463,-0.051034,-0.009698,0.028888,-0.149336,-0.081703,-0.007134,0.162384,0.468688,-0.162425,-0.052778,0.037841,-0.113516,-0.09852,-0.037775,-0.182047,0.296659,-0.049047,-0.072601,-0.191234,-0.076956,-0.035942,0.30001,-0.093728,-0.120154,0.043642,-0.127309,-0.10522,-0.059206,-0.060068,0.088621,-0.149142,0.304459,0.001236,0.344428,-0.054916,-0.016978,-0.108403,-0.122591,1.0,0.07252,-0.037866,-0.069172,0.392202,0.072138,-0.013491,0.118794,-0.031457,-0.008776,0.114768,-0.148984,-0.018551,-0.124364,-0.119237,-0.10386,0.064012,-0.118667,-0.007484,-0.171364,-0.065033,-0.133113,0.026401,-0.075648
Mrs. Hurst,-0.165455,0.008923,-0.221792,0.083293,0.087512,-0.192903,-0.073343,-0.284312,-0.076252,0.421213,-0.210053,0.269174,0.084967,-0.157417,0.250077,0.034475,-0.20203,0.106639,0.113786,-0.331658,-0.296221,-0.138197,-0.161473,0.085909,0.107364,-0.217549,-0.084777,-0.356074,0.146912,-0.280967,-0.26989,-0.151762,-0.235031,0.017462,0.235928,-0.217863,-0.022024,-0.432373,-0.252286,0.092094,-0.286968,-0.241764,0.132031,-0.0838,-0.112572,-0.258862,-0.240205,-0.238097,-0.117794,0.221155,-0.307693,0.130901,0.114716,0.105438,0.047766,0.05499,-0.182081,0.14178,0.170692,-0.216396,-0.001725,0.022434,-0.231717,0.023712,0.16896,-0.058031,-0.032197,-0.077045,0.120112,0.081215,-0.134612,-0.180025,-0.088099,-0.070901,-0.194144,-0.025764,0.15115,0.185443,0.277518,0.139203,0.077865,0.061556,-0.068895,-0.00326,0.245143,-0.265765,0.07252,1.0,0.04155,-0.001023,0.034564,-0.125001,0.261703,-0.096084,0.101008,-0.243386,0.077286,-0.102601,-0.114836,-0.290954,-0.067988,-0.367831,-0.105689,0.030615,-0.050592,-0.059489,-0.190585,0.201772,-0.180164,-0.379789
Mrs. Jennings,-0.166734,0.018622,-0.274566,0.44125,-0.033788,-0.04086,-0.221062,-0.248865,-0.313083,-0.098465,-0.117748,-0.249512,-0.216111,-0.281385,-0.106653,0.243518,0.492649,-0.155061,0.008351,-0.108208,0.427618,-0.014604,0.703602,-0.153165,-0.132573,-0.124766,0.440709,-0.140455,-0.262817,-0.229934,-0.204003,-0.160287,-0.164715,-0.237839,-0.081092,-0.138029,-0.208402,-0.241748,-0.180007,0.02081,-0.146255,-0.118404,-0.06851,-0.013454,0.356049,-0.110766,-0.159521,0.385473,-0.04327,-0.066531,-0.039404,-0.115918,-0.016326,0.353007,-0.046173,-0.157284,0.494901,-0.04684,0.372795,-0.088077,0.674513,-0.083415,-0.178642,-0.145467,-0.002279,-0.071161,-0.185479,-0.066709,-0.248495,-0.077637,-0.050587,-0.21754,-0.076145,-0.054074,-0.12837,-0.108662,0.094393,0.054526,0.01051,-0.029386,0.121374,-0.030356,0.519288,0.577987,-0.108642,-0.174215,-0.037866,0.04155,1.0,0.127409,-0.10071,0.102641,0.027515,-0.047923,0.086018,-0.043493,0.065006,-0.064541,0.146436,-0.239147,0.277788,-0.139323,-0.124745,-0.14452,-0.004495,0.352318,-0.055754,-0.115824,-0.25128,-0.169123
Mrs. Morland,-0.173301,0.016756,-0.210146,0.132552,-0.027657,-0.188321,-0.08317,-0.235753,-0.175507,-0.131068,0.141952,-0.158408,0.017658,-0.165061,-0.092885,-0.014065,-0.027643,-0.294168,0.033946,-0.18781,-0.036244,0.2336,0.039558,-0.246857,-0.07767,-0.108284,0.020458,-0.229108,-0.239234,-0.143923,0.022391,0.284366,-0.093529,-0.157388,-0.061636,-0.092101,-0.028538,-0.171716,0.25719,0.144821,0.038898,0.245456,-0.095868,-0.060204,0.148676,-0.100204,0.128357,-0.071346,-0.048083,-0.020904,-0.188412,-0.026752,0.000217,0.085222,0.055,-0.035321,-0.031317,-0.094045,0.141138,-0.089538,0.073375,-0.003484,-0.202424,-0.03318,-0.001013,0.339699,-0.24419,-0.196888,-0.137513,0.105238,-0.09705,-0.074406,0.005423,-0.022397,0.021504,0.004481,0.399491,0.118107,0.004603,-0.030121,0.063366,-0.029367,0.118843,0.247835,-0.110466,-0.208357,-0.069172,-0.001023,0.127409,1.0,0.040278,-0.038374,0.087674,-0.017514,0.00496,-0.155337,0.423633,0.018138,0.013659,-0.128201,-0.02377,-0.094393,-0.044615,-0.156298,0.031447,-0.024995,-0.074941,-0.076227,-0.192777,-0.19378
Mrs. Musgrove,0.27388,-0.059075,0.326936,0.052424,-0.043282,-0.207155,0.40948,0.15355,0.469749,-0.220616,-0.311774,-0.246045,0.479175,0.465135,-0.165354,-0.083956,-0.25886,-0.133716,0.113382,-0.232903,-0.269408,-0.243245,-0.280922,-0.427056,0.200002,-0.263238,-0.123055,-0.303888,-0.371846,-0.224499,-0.231688,-0.237579,-0.242311,-0.291462,-0.184981,-0.20774,0.575972,-0.291657,-0.209584,0.030022,-0.284256,-0.229894,-0.296647,-0.171672,-0.097143,-0.222396,-0.268535,-0.363626,-0.096729,-0.064597,-0.144015,-0.163896,-0.042755,0.060598,0.337821,0.536875,-0.221099,-0.139107,0.03367,-0.160613,-0.126517,-0.01446,-0.216246,0.511208,-0.016602,-0.002912,-0.24447,-0.229155,-0.048288,0.674227,-0.103362,-0.088381,0.210121,-0.09288,-0.120674,0.073228,0.005267,0.044931,-0.13273,0.462931,0.011715,0.621131,-0.159236,-0.056651,-0.228549,-0.242283,0.392202,0.034564,-0.10071,0.040278,1.0,-0.085911,0.122718,-0.136277,0.047129,0.054214,0.167988,-0.178549,-0.076305,-0.231568,-0.089793,-0.223812,0.238497,-0.117084,-0.046548,-0.114045,-0.067266,-0.235729,0.063472,-0.254707
Mrs. Norris,-0.073665,-0.047396,-0.036894,-0.025722,-0.040836,0.144308,-0.286135,-0.078523,-0.244232,-0.14836,0.153062,-0.34629,-0.253751,-0.086484,-0.216751,0.06176,-0.052932,-0.13924,0.066103,0.45339,0.056665,0.097554,0.074088,-0.059274,-0.280891,0.064589,0.213692,0.552876,-0.227623,-0.037601,-0.024132,-0.026778,-0.044108,-0.194831,-0.062691,0.052982,-0.11344,0.271213,-0.036565,-0.12592,0.112012,0.007756,-0.15281,0.080576,0.065446,-0.043056,0.034638,0.022068,0.375951,-0.016266,0.64649,-0.054883,-0.021138,0.073265,-0.107294,-0.140572,0.091508,-0.058994,-0.019185,0.342614,-0.021683,0.001266,0.560222,-0.044875,0.061093,-0.10543,-0.029118,0.019365,-0.128328,-0.249635,0.046323,0.229117,-0.107204,-0.066711,-0.042082,-0.021678,0.069716,0.044713,-0.085181,-0.055046,-0.025397,-0.053496,0.06312,0.094024,-0.042883,0.481335,0.072138,-0.125001,0.102641,-0.038374,-0.085911,1.0,-0.172094,0.439713,0.160996,0.060667,0.07467,-0.212797,0.019037,-0.156548,-0.052582,0.490829,-0.114695,-0.139484,0.262845,0.043422,0.283062,-0.211023,-0.216847,0.249005
Mrs. Phillips,-0.044003,-0.079688,-0.325322,0.210228,0.067991,-0.26113,0.012544,-0.332466,-0.093129,0.064551,-0.367286,0.169335,0.125451,-0.173716,0.241054,-0.004951,-0.197829,-0.022066,0.193783,-0.437035,-0.287317,-0.314295,-0.230521,-0.164819,0.10645,-0.344849,-0.100767,-0.483381,-0.033309,-0.290026,-0.421778,-0.177298,-0.288224,0.034118,0.085261,-0.327751,-0.032144,-0.403373,-0.296912,0.005758,-0.396119,-0.284641,-0.006352,-0.210301,-0.0236,-0.290155,-0.333961,-0.330672,-0.105713,0.173178,-0.312652,0.177033,0.145155,0.236499,0.117137,0.005468,-0.190722,0.227365,0.154982,-0.318351,-0.11231,0.039835,-0.355958,-0.043,0.029017,0.143368,-0.095404,-0.070107,0.047425,0.160077,-0.086677,-0.164628,0.127515,-0.091491,-0.124391,0.132749,0.107006,0.156268,0.26521,0.069775,0.121823,0.021041,-0.150766,0.001783,0.155978,-0.343336,-0.013491,0.261703,0.027515,0.087674,0.122718,-0.172094,1.0,-0.181018,0.152139,-0.211083,0.08925,-0.096812,-0.056193,-0.253532,0.097045,-0.33461,0.064553,0.079212,-0.00712,-0.048403,-0.183604,0.321748,-0.20139,-0.377692
Mrs. Price,-0.09384,-0.153638,0.108772,-0.114411,-0.070824,-0.023634,-0.25765,0.102612,-0.070119,-0.064537,0.408237,-0.175192,-0.149182,0.075535,-0.180964,0.198049,-0.112205,-0.096302,-0.037627,0.246606,-0.018642,0.260993,0.016395,0.135885,-0.243197,0.054704,0.021537,0.490624,-0.154635,0.036296,0.097185,0.208701,-0.135523,-0.142665,-0.075831,0.051748,-0.00548,0.162427,0.176638,-0.132397,0.218008,0.117394,-0.008337,-0.025024,-0.007895,-0.09376,0.088737,0.110126,0.233918,0.188916,0.379862,-0.133743,-0.067819,-0.028233,-0.217913,0.009153,0.043505,0.120368,0.041609,0.088402,-0.011604,0.149165,0.26968,0.033575,-0.047395,-0.1088,-0.002602,0.181002,-0.025582,-0.222092,-0.015923,-0.077799,-0.149903,-0.1466,-0.080999,-0.120769,0.051872,0.027032,0.021842,-0.089979,-0.047853,-0.141781,0.018227,0.047747,0.031448,0.381315,0.118794,-0.096084,-0.047923,-0.017514,-0.136277,0.439713,-0.181018,1.0,0.012347,-0.011177,0.023222,-0.320507,0.082688,-0.140716,-0.130308,0.257958,-0.178628,-0.180603,0.25597,0.013501,0.18344,-0.162738,-0.196241,0.371834
Mrs. Rushworth,-0.071218,-0.160999,-0.11721,0.208221,-0.081129,-0.356979,-0.044864,-0.231447,-0.014053,-0.060958,-0.198496,-0.142198,0.057235,-0.113966,-0.032449,-0.044016,-0.119101,-0.113635,0.161845,0.09363,-0.052166,-0.105087,-0.05635,-0.273026,0.068412,-0.264513,0.197383,-0.005981,-0.239568,-0.196913,-0.272108,-0.036571,-0.218034,-0.225968,-0.03878,-0.300561,0.009168,-0.036157,-0.113758,-0.034508,-0.346995,-0.296125,-0.170966,-0.158577,0.04319,-0.24209,-0.265667,-0.170892,-0.014696,-0.006964,0.159423,-0.005488,-0.001127,0.196269,0.184124,0.091977,-0.005333,-0.131761,0.123497,-0.03355,-0.002208,-0.020867,0.096676,0.030271,-0.070758,0.004366,-0.347316,-0.158607,-0.014915,0.155604,-0.203347,0.055562,0.054311,-0.164861,-0.238662,0.1479,-0.051127,0.051352,-0.12655,0.06164,0.070294,-0.03423,-0.092659,0.129173,-0.120839,-0.193939,-0.031457,0.101008,0.086018,0.00496,0.047129,0.160996,0.152139,0.012347,1.0,-0.19007,0.002412,-0.185784,0.117496,-0.268284,0.101167,0.154563,0.079317,0.036844,0.302595,-0.040766,0.129265,-0.051537,-0.09025,0.058179
Mrs. Smith,0.231985,0.157752,0.437706,-0.13482,-0.123499,0.267266,0.004781,0.293717,0.081627,-0.13619,0.113056,-0.159816,-0.10045,0.101791,-0.07071,-0.011016,0.082416,0.053397,-0.170049,0.077743,-0.001291,0.098404,0.010759,0.077355,0.066965,0.193691,-0.030742,0.151209,0.010674,0.170673,0.092392,-0.081786,0.213757,0.023489,-0.160197,0.203756,-0.076123,0.127609,0.034262,-0.112507,0.21025,0.066811,-0.067182,0.139513,-0.085227,0.215426,0.187227,0.171854,-0.046219,-0.150411,0.147863,-0.045833,-0.105866,-0.206439,0.087597,-0.119737,-0.027365,-0.13317,-0.258219,-0.003687,-0.104673,-0.128324,0.079237,0.050925,-0.035304,-0.001145,0.18758,0.194808,-0.101282,-0.137295,0.185172,-0.049554,0.145626,0.163127,0.03818,-0.055825,0.094007,-0.053184,-0.06967,0.195161,0.096367,0.163238,0.012731,-0.191518,0.048844,0.263195,-0.008776,-0.243386,-0.043493,-0.155337,0.054214,0.060667,-0.211083,-0.011177,-0.19007,1.0,-5e-06,0.044233,-0.057621,0.19857,-0.074719,0.101938,0.130585,-0.071609,-0.156058,0.025755,-0.011257,-0.152152,0.54665,0.081512
Mrs. Thorpe,-0.099427,0.057979,-0.103822,0.051546,-0.036588,-0.036172,-0.076868,-0.208969,-0.142221,-0.163876,-0.037218,-0.156614,-0.015715,-0.13764,-0.107288,0.122926,-0.134754,-0.238261,0.133107,-0.198059,-0.154855,0.025411,-0.046494,-0.270425,-0.035895,-0.089768,0.027803,-0.168517,-0.319071,-0.168096,-0.12104,-0.07556,-0.161312,-0.232268,-0.096819,-0.087403,0.010182,-0.260979,-0.076519,0.151018,-0.01699,0.041194,-0.119312,-0.033413,0.04479,-0.191864,0.019767,-0.221513,-0.060128,-0.011191,-0.028452,-0.064177,0.040036,0.152484,0.07639,0.006395,-0.082376,-0.064715,0.130165,-0.071969,-0.001323,-0.111332,-0.117526,0.019603,0.133781,0.198148,-0.190286,-0.154962,-0.085015,0.065209,-0.098023,-0.101953,-0.021743,-0.023449,-0.015497,-0.039471,0.290385,0.141918,-0.038487,0.149785,-0.001916,0.086054,0.100172,0.129605,-0.00721,-0.052434,0.114768,0.077286,0.065006,0.423633,0.167988,0.07467,0.08925,0.023222,0.002412,-5e-06,1.0,-0.03571,-0.08917,-0.203276,-0.020053,-0.104937,-0.075617,-0.139791,0.026189,0.044785,-0.187081,-0.161201,-0.141209,-0.231527
Philip Elton,-0.075435,0.476285,-0.159423,-0.167963,-0.09199,0.526772,-0.012175,0.00213,-0.135312,-0.016656,-0.13477,0.028874,-0.074005,-0.170751,0.055075,-0.049036,0.112519,0.00289,-0.090909,-0.018488,0.086859,-0.04474,0.07619,-0.021708,0.032379,0.607915,-0.026148,-0.107973,0.14279,0.492345,0.083183,-0.072739,0.685353,0.127062,-0.078339,0.628844,-0.157131,0.084695,-0.004555,0.353528,0.0372,0.019967,-0.051288,0.407465,-0.017004,0.567111,0.103729,0.07564,-0.045108,-0.236157,-0.222949,-0.119277,-0.074841,-0.137399,-0.076697,-0.222548,-0.017019,-0.146589,-0.151677,0.068967,-0.026154,-0.105536,-0.045666,-0.225725,0.31307,0.05363,0.084239,-0.133624,-0.054202,-0.116712,0.339367,0.16486,0.020443,0.564151,0.577816,0.030373,-0.054658,0.213685,-0.095265,-0.106514,0.139616,-0.182837,0.001625,-0.105648,-0.093509,-0.079299,-0.148984,-0.102601,-0.064541,0.018138,-0.178549,-0.212797,-0.096812,-0.320507,-0.185784,0.044233,-0.03571,1.0,-0.049326,0.586754,0.007899,-0.076903,-0.043808,-0.041353,-0.148009,0.00667,-0.075013,0.008175,0.124088,-0.08726
Robert Ferrars,-0.128975,-0.14453,-0.097015,0.180871,-0.058393,-0.23441,-0.09793,-0.063456,-0.047533,-0.189571,-0.055418,-0.144592,0.054426,-0.035798,-0.15225,-0.106002,0.108157,-0.186083,0.009434,0.170017,0.524259,-0.047043,0.237222,-0.142287,0.003843,-0.12413,0.242971,-0.004282,-0.10531,-0.055583,0.018054,0.108278,-0.047125,-0.039663,-0.15247,-0.090158,-0.044018,0.094557,0.09453,-0.033984,-0.092982,-0.052537,-0.142202,-0.171204,0.354265,-0.043635,0.007732,0.122999,0.078187,-0.079776,-0.062377,-0.250731,-0.106639,-0.008585,0.0197,-0.016581,0.341854,-0.148004,0.090317,0.004336,0.113885,-0.041472,-0.038966,-0.06052,-0.248209,-0.093738,-0.216782,-0.050796,-0.031345,0.040764,-0.117162,0.011368,0.090525,-0.06389,-0.114445,0.055257,-0.185249,-0.034814,-0.187861,-0.111281,-0.003354,-0.134737,0.173829,0.532788,-0.157231,-0.068348,-0.018551,-0.114836,0.146436,0.013659,-0.076305,0.019037,-0.056193,0.082688,0.117496,-0.057621,-0.08917,-0.049326,1.0,0.105511,0.015605,0.13791,0.055775,-0.107332,0.083133,-0.130942,0.096459,-0.123496,-0.013143,0.109394
Robert Martin,0.04966,0.250774,-0.01717,-0.263922,-0.067044,0.360012,0.036,0.193528,-0.009639,-0.067267,0.051798,0.116517,-0.053363,0.032006,0.011472,-0.084861,0.133555,0.086553,-0.184086,0.142927,0.133635,0.00525,-0.038455,0.098927,-0.109686,0.49993,-0.111516,0.095095,0.276308,0.52137,0.291015,0.09748,0.634894,0.225148,-0.103026,0.623716,-0.120684,0.352463,0.184767,0.09851,0.224016,0.18652,-0.022398,0.244547,-0.04929,0.532666,0.361317,0.185846,-0.013279,-0.216416,-0.084052,-0.139193,-0.180964,-0.321254,-0.222175,-0.234343,-0.068485,-0.15563,-0.248845,0.134527,-0.14958,-0.111083,0.060125,-0.23228,0.061332,0.080212,0.250743,0.165358,0.10367,-0.171472,0.337815,0.246202,0.035118,0.412119,0.423147,0.067802,-0.09177,-0.037579,-0.112472,-0.235722,0.048762,-0.204875,-0.089452,-0.236756,-0.065442,0.135341,-0.124364,-0.290954,-0.239147,-0.128201,-0.231568,-0.156548,-0.253532,-0.140716,-0.268284,0.19857,-0.203276,0.586754,0.105511,1.0,0.008002,0.13373,-0.035784,0.029749,-0.172106,-0.000988,0.063886,0.02338,0.270071,0.20648
