character,Admiral Croft,Anna Weston,Anne Elliot,Augusta Elton,Captain Benwick,Captain Harville,Captain Wentworth,Caroline Bingley,Catherine Morland,Charles Bingley,Charles Musgrove,Charlotte Lucas,Charlotte Palmer,Colonel Brandon,Colonel Fitzwilliam,Edmund Bertram,Edward Ferrars,Eleanor Tilney,Elinor Dashwood,Elizabeth Bennet,Elizabeth Elliot,Emma Woodhouse,Fanny Dashwood,Fanny Price,Fitzwilliam Darcy,Frank Churchill,Frederick Tilney,General Tilney,George Knightley,George Wickham,Georgiana Darcy,Harriet Smith,Henrietta Musgrove,Henry Crawford,Henry Tilney,Isabella Knightley,Isabella Thorpe,James Morland,Jane Bennet,Jane Fairfax,John Dashwood,John Knightley,John Thorpe,John Willoughby,Julia Bertram,Kitty Bennet,Lady Bertram,Lady Catherine de Bourgh,Lady Middleton,Lady Russell,Louisa Musgrove,Lucy Steele,Lydia Bennet,Margaret Dashwood,Maria Bertram,Marianne Dashwood,Mary Bennet,Mary Crawford,Mary Musgrove,Miss Bates,Mr. Allen,Mr. Bennet,Mr. Gardiner,Mr. Hurst,Mr. Musgrove,Mr. Perry,Mr. Rushworth,Mr. Shepherd,Mr. Weston,Mr. Woodhouse,Mr. Yates,Mrs. Allen,Mrs. Bates,Mrs. Bennet,Mrs. Clay,Mrs. Croft,Mrs. Dashwood,Mrs. Ferrars,Mrs. Gardiner,Mrs. Grant,Mrs. Hurst,Mrs. Jennings,Mrs. Morland,Mrs. Musgrove,Mrs. Norris,Mrs. Phillips,Mrs. Price,Mrs. Rushworth,Mrs. Smith,Mrs. Thorpe,Philip Elton,Robert Ferrars,Robert Martin,Sir John Middleton,Sir Thomas Bertram,Sir Walter Elliot,Sir William Lucas,Susan Price,Thomas Palmer,Tom Bertram,William Collins,William Elliot,William Price
Mr. Allen,0.892128,0.908227,0.902418,0.899812,0.88433,0.899984,0.894537,0.898419,0.910908,0.90192,0.890465,0.905453,0.872287,0.902877,0.84955,0.900649,0.902076,0.913544,0.904371,0.903388,0.868426,0.903305,0.796161,0.903921,0.89963,0.893144,0.864994,0.921763,0.904032,0.910678,0.832045,0.901916,0.801583,0.900467,0.903136,0.818946,0.899292,0.905214,0.883458,0.896067,0.865254,0.896464,0.886353,0.896587,0.892861,0.861244,0.867057,0.906759,0.840459,0.852121,0.880532,0.892823,0.88224,0.830564,0.873399,0.911987,0.742545,0.907194,0.879359,0.88268,1.0,0.883182,0.883182,0.84538,0.769262,0.88547,0.890069,0.856656,0.897058,0.893245,0.86369,0.914622,0.84118,0.894768,0.837389,0.89863,0.874267,0.874133,0.893583,0.889939,0.804935,0.901589,0.86081,0.89271,0.899817,0.706991,0.838029,0.726469,0.908112,0.868743,0.876325,0.850774,0.82222,0.918308,0.893609,0.885634,0.856758,0.547493,0.907389,0.842684,0.879398,0.896458,0.872285
Mr. Bennet,0.895735,0.949846,0.953281,0.92646,0.914988,0.92338,0.946765,0.958431,0.95714,0.964654,0.938128,0.951053,0.909653,0.926357,0.924183,0.951075,0.934907,0.943246,0.951886,0.968218,0.9238,0.950389,0.877328,0.953876,0.959354,0.939552,0.923403,0.934925,0.949083,0.956955,0.891079,0.938909,0.871813,0.94572,0.941433,0.867433,0.953713,0.941121,0.961683,0.942522,0.927648,0.914163,0.933874,0.940087,0.941281,0.945403,0.908119,0.94515,0.901661,0.924663,0.906513,0.937205,0.949529,0.849977,0.927868,0.945233,0.776205,0.950837,0.940626,0.94082,0.883182,1.0,0.948928,0.891469,0.800238,0.940312,0.949778,0.903737,0.944824,0.945417,0.901514,0.934275,0.888372,0.961354,0.891251,0.932302,0.938961,0.90184,0.954101,0.947178,0.809494,0.946902,0.920022,0.934119,0.954629,0.743769,0.899104,0.728944,0.935892,0.901057,0.939964,0.868491,0.890259,0.943154,0.953068,0.916557,0.900213,0.659769,0.939059,0.912023,0.954201,0.93889,0.937316
Mr. Gardiner,0.908504,0.957273,0.96167,0.933363,0.9225,0.94011,0.956651,0.95961,0.96837,0.966836,0.94116,0.95405,0.915683,0.942797,0.940263,0.963589,0.947665,0.961587,0.964098,0.97972,0.939042,0.960671,0.899142,0.968883,0.971505,0.947633,0.926143,0.938335,0.961799,0.972365,0.910035,0.950187,0.882807,0.958703,0.963816,0.871382,0.963497,0.946169,0.970312,0.950088,0.941679,0.931475,0.95,0.956705,0.955107,0.939138,0.930407,0.947699,0.9093,0.932721,0.921368,0.951055,0.95977,0.882122,0.938357,0.956333,0.787272,0.962877,0.94888,0.939221,0.883182,0.948928,1.0,0.881677,0.829581,0.939359,0.956804,0.908279,0.953784,0.949767,0.919367,0.94527,0.892053,0.967508,0.893484,0.936294,0.952341,0.913315,0.960963,0.948688,0.849462,0.961465,0.923721,0.942799,0.959274,0.773918,0.900355,0.742289,0.941143,0.90253,0.946356,0.873686,0.889134,0.955383,0.960391,0.911042,0.898358,0.644528,0.9492,0.917088,0.961249,0.949964,0.94191
Mr. Hurst,0.870801,0.903809,0.907049,0.899006,0.880657,0.88999,0.899424,0.922056,0.912549,0.912279,0.881085,0.915491,0.851709,0.886073,0.842286,0.90356,0.897535,0.902695,0.905789,0.913094,0.882336,0.908666,0.836027,0.906066,0.912499,0.896915,0.861947,0.901907,0.909614,0.905588,0.838542,0.906648,0.82216,0.90353,0.89897,0.83246,0.905327,0.891071,0.906186,0.908388,0.866096,0.891412,0.867857,0.899355,0.884373,0.862177,0.861251,0.903208,0.828418,0.876512,0.87872,0.899615,0.894484,0.825206,0.87601,0.907772,0.75198,0.902082,0.885506,0.899365,0.84538,0.891469,0.881677,1.0,0.729461,0.878518,0.899261,0.849668,0.888128,0.90786,0.847391,0.905686,0.843362,0.905503,0.859209,0.891143,0.888604,0.871681,0.914172,0.911126,0.776832,0.902558,0.875348,0.892179,0.907507,0.699107,0.849187,0.676286,0.896662,0.861375,0.893615,0.840738,0.814933,0.902217,0.896147,0.87779,0.871542,0.600999,0.899166,0.862139,0.909451,0.886223,0.893048
Mr. Musgrove,0.800925,0.832604,0.821197,0.793708,0.790512,0.808368,0.828021,0.802794,0.836151,0.817528,0.835654,0.800088,0.821201,0.822521,0.808406,0.825048,0.814401,0.845009,0.825544,0.822827,0.7891,0.820284,0.772852,0.828411,0.804801,0.805952,0.79652,0.826465,0.821537,0.818455,0.756991,0.814248,0.760513,0.811734,0.842957,0.736884,0.827116,0.826688,0.805989,0.799204,0.805127,0.799868,0.826744,0.822835,0.834037,0.806217,0.787498,0.825359,0.823752,0.775374,0.809542,0.810367,0.824795,0.792428,0.797515,0.823388,0.655409,0.825285,0.816405,0.789373,0.769262,0.800238,0.829581,0.729461,1.0,0.818285,0.817782,0.77096,0.812464,0.808159,0.805456,0.823198,0.776767,0.807309,0.748536,0.799715,0.803977,0.779564,0.807955,0.7952,0.785644,0.822708,0.77218,0.816407,0.818042,0.68228,0.792717,0.665258,0.803258,0.771554,0.808297,0.779277,0.755432,0.838668,0.812608,0.764209,0.758609,0.430216,0.8091,0.776479,0.788812,0.814314,0.777978
Mr. Perry,0.908704,0.968004,0.964736,0.943968,0.914754,0.928429,0.962504,0.955002,0.96612,0.956641,0.938515,0.948816,0.920188,0.933244,0.904745,0.959402,0.943367,0.95176,0.958874,0.961337,0.945258,0.965437,0.884128,0.963881,0.956797,0.959551,0.916526,0.937819,0.963623,0.951622,0.901942,0.951467,0.877608,0.957346,0.951604,0.887963,0.955885,0.944406,0.949959,0.962063,0.935734,0.938391,0.929801,0.945844,0.954089,0.941196,0.917791,0.944754,0.918653,0.936592,0.923844,0.943997,0.944163,0.856214,0.93917,0.949945,0.783912,0.962179,0.950124,0.949932,0.88547,0.940312,0.939359,0.878518,0.818285,1.0,0.959895,0.92776,0.960553,0.967067,0.934046,0.94092,0.901741,0.956085,0.908243,0.93697,0.944281,0.907186,0.943512,0.947208,0.820407,0.956445,0.926258,0.943629,0.962803,0.757575,0.912845,0.723552,0.9434,0.884892,0.956177,0.864468,0.899769,0.948347,0.963136,0.92392,0.919857,0.66126,0.948541,0.923345,0.949672,0.950811,0.941775
Mr. Rushworth,0.919647,0.972577,0.974522,0.947117,0.927667,0.943645,0.974007,0.972901,0.985135,0.975885,0.944556,0.963968,0.925371,0.940407,0.925553,0.981635,0.952389,0.964791,0.970108,0.981162,0.948975,0.972107,0.892356,0.985725,0.979734,0.96417,0.9376,0.952349,0.973202,0.974006,0.907792,0.959556,0.887472,0.981156,0.97063,0.895069,0.978012,0.958805,0.971951,0.967352,0.949052,0.944877,0.951956,0.958242,0.971247,0.944489,0.943048,0.962183,0.906372,0.943886,0.926646,0.956854,0.95964,0.867598,0.96761,0.96286,0.815166,0.988512,0.956297,0.953008,0.890069,0.949778,0.956804,0.899261,0.817782,0.959895,1.0,0.94055,0.96111,0.969507,0.949484,0.954788,0.906701,0.976067,0.932069,0.952531,0.951194,0.920408,0.965803,0.975489,0.842003,0.964403,0.939824,0.956209,0.985436,0.753646,0.92967,0.740173,0.954009,0.905041,0.961287,0.869508,0.898932,0.962408,0.98344,0.930097,0.925173,0.667499,0.955077,0.948225,0.967727,0.953641,0.967134
Mr. Shepherd,0.917136,0.942264,0.952103,0.925551,0.904749,0.926075,0.947353,0.921061,0.932149,0.918488,0.922425,0.918425,0.900637,0.923127,0.872342,0.931612,0.929117,0.918757,0.938732,0.929384,0.930253,0.939961,0.842445,0.933234,0.929945,0.931612,0.894304,0.910888,0.939182,0.930148,0.863647,0.931811,0.886638,0.933551,0.922142,0.859362,0.92152,0.915279,0.918956,0.941051,0.919669,0.917296,0.903879,0.931839,0.916598,0.892926,0.886387,0.912349,0.873496,0.938513,0.911458,0.92586,0.902832,0.826608,0.906796,0.933216,0.773067,0.935859,0.932237,0.924095,0.856656,0.903737,0.908279,0.849668,0.77096,0.92776,0.94055,1.0,0.936311,0.938196,0.898458,0.904878,0.886138,0.92286,0.936471,0.925036,0.923246,0.900856,0.919811,0.921544,0.787796,0.935693,0.896295,0.925967,0.936948,0.735106,0.880265,0.743061,0.941936,0.859058,0.927941,0.848376,0.874668,0.923258,0.93709,0.939099,0.878225,0.658267,0.927287,0.894016,0.921988,0.943504,0.92034
Mr. Weston,0.945219,0.982179,0.979591,0.976096,0.943045,0.966586,0.971669,0.963206,0.974335,0.963997,0.953168,0.962124,0.946107,0.968263,0.915236,0.968279,0.972095,0.968826,0.979186,0.971938,0.952706,0.987652,0.895282,0.973485,0.968605,0.980181,0.935251,0.954792,0.985839,0.968529,0.906788,0.978371,0.900336,0.968056,0.965457,0.900896,0.966538,0.954454,0.959206,0.983463,0.941062,0.963807,0.953518,0.973283,0.957376,0.940754,0.935655,0.951154,0.914531,0.941901,0.951455,0.969814,0.953191,0.882496,0.942112,0.974252,0.788806,0.970234,0.961069,0.971645,0.897058,0.944824,0.953784,0.888128,0.812464,0.960553,0.96111,0.936311,1.0,0.979187,0.9242,0.959828,0.916861,0.964475,0.91551,0.955033,0.96296,0.946371,0.957859,0.955287,0.838311,0.980515,0.937032,0.955601,0.970008,0.770565,0.912384,0.758401,0.972617,0.915537,0.976014,0.903694,0.921883,0.971867,0.969588,0.941752,0.907998,0.667566,0.974413,0.925901,0.960293,0.970868,0.951394
Mr. Woodhouse,0.943011,0.985546,0.980375,0.977857,0.941109,0.96158,0.973004,0.971374,0.975876,0.970823,0.950742,0.967703,0.939633,0.963197,0.906773,0.969515,0.971229,0.965983,0.979634,0.9742,0.960486,0.989382,0.901974,0.975944,0.97376,0.984307,0.935495,0.959163,0.987308,0.970056,0.908001,0.983063,0.902183,0.969321,0.965691,0.906982,0.968172,0.957467,0.966268,0.985626,0.947013,0.964769,0.940361,0.973595,0.960675,0.935681,0.934578,0.957797,0.908261,0.948683,0.950932,0.970358,0.957904,0.882828,0.946964,0.974577,0.804717,0.971871,0.961817,0.980798,0.893245,0.945417,0.949767,0.90786,0.808159,0.967067,0.969507,0.938196,0.979187,1.0,0.926971,0.96219,0.925355,0.969079,0.928571,0.955915,0.960885,0.94669,0.965148,0.966178,0.841202,0.977279,0.944356,0.959387,0.974335,0.774655,0.91604,0.744729,0.970172,0.917366,0.979963,0.90058,0.914803,0.969833,0.96828,0.945432,0.911038,0.663621,0.973557,0.932974,0.967705,0.966651,0.955088
Mr. Yates,0.893068,0.935874,0.932327,0.909192,0.889828,0.902703,0.93531,0.931262,0.946295,0.931554,0.909305,0.924306,0.896028,0.906594,0.885938,0.946391,0.915714,0.931239,0.929708,0.937793,0.909785,0.928889,0.846635,0.948879,0.93589,0.923347,0.895663,0.917996,0.930982,0.931722,0.87557,0.917318,0.85111,0.947335,0.935283,0.859337,0.93662,0.920873,0.920757,0.925398,0.911982,0.913679,0.916802,0.913749,0.954084,0.911707,0.915906,0.923402,0.883907,0.905314,0.896162,0.915787,0.922365,0.842938,0.941281,0.924105,0.77869,0.958691,0.917834,0.905278,0.86369,0.901514,0.919367,0.847391,0.805456,0.934046,0.949484,0.898458,0.9242,0.926971,1.0,0.919232,0.877182,0.934022,0.883336,0.907025,0.906012,0.877154,0.916139,0.928139,0.817206,0.926585,0.900653,0.918677,0.946534,0.722556,0.896884,0.707795,0.914493,0.861103,0.920492,0.84116,0.856083,0.929213,0.947582,0.896213,0.893554,0.615788,0.914947,0.937542,0.919811,0.916775,0.921552
Mrs. Allen,0.949313,0.972007,0.966822,0.968511,0.946033,0.964657,0.961748,0.969697,0.977319,0.969084,0.947835,0.96887,0.936507,0.967357,0.906152,0.96542,0.967862,0.980509,0.971387,0.968919,0.938531,0.970071,0.891177,0.973711,0.967537,0.959481,0.9286,0.976126,0.969951,0.966373,0.898954,0.968986,0.869417,0.968062,0.973544,0.880171,0.970117,0.967424,0.952353,0.962295,0.928068,0.961907,0.948966,0.964132,0.957665,0.924851,0.938148,0.962665,0.896529,0.915901,0.954435,0.965926,0.964435,0.907536,0.946933,0.974797,0.795158,0.970398,0.947901,0.953617,0.914622,0.934275,0.94527,0.905686,0.823198,0.94092,0.954788,0.904878,0.959828,0.96219,0.919232,1.0,0.895206,0.962072,0.907423,0.960592,0.944075,0.941601,0.955458,0.955623,0.873606,0.971465,0.93435,0.960286,0.970484,0.775016,0.914344,0.76426,0.967276,0.948003,0.954661,0.921446,0.865983,0.977071,0.957121,0.934962,0.908666,0.608459,0.971078,0.914557,0.956835,0.950942,0.942505
Mrs. Bates,0.899516,0.929089,0.916666,0.917809,0.894718,0.902061,0.90897,0.905243,0.910812,0.90549,0.898316,0.901106,0.892757,0.916261,0.844902,0.91022,0.92173,0.903954,0.92247,0.909921,0.886889,0.928178,0.837746,0.910933,0.908136,0.925611,0.878053,0.902309,0.925603,0.907914,0.84496,0.926735,0.856098,0.898912,0.906425,0.842315,0.901017,0.898964,0.899238,0.92705,0.8965,0.898313,0.882663,0.918655,0.909358,0.881763,0.863837,0.900828,0.864132,0.898138,0.905021,0.91554,0.899386,0.834076,0.885932,0.919416,0.743005,0.911892,0.902684,0.918631,0.84118,0.888372,0.892053,0.843362,0.776767,0.901741,0.906701,0.886138,0.916861,0.925355,0.877182,0.895206,1.0,0.898971,0.858475,0.888554,0.902295,0.892936,0.901532,0.903326,0.794385,0.919735,0.878704,0.895266,0.911029,0.731821,0.848739,0.712611,0.913031,0.850922,0.921673,0.858042,0.856551,0.909402,0.902179,0.889717,0.836195,0.593608,0.910458,0.882229,0.897443,0.909887,0.888129
Mrs. Bennet,0.914804,0.968691,0.971952,0.950307,0.931466,0.943803,0.968304,0.980036,0.982227,0.986188,0.941025,0.977964,0.922799,0.941187,0.936839,0.975069,0.951536,0.965851,0.970588,0.990109,0.95349,0.971947,0.908111,0.983014,0.985439,0.962465,0.934066,0.950306,0.972746,0.977818,0.926489,0.958568,0.883639,0.976131,0.966925,0.894459,0.977959,0.953922,0.982576,0.966969,0.944639,0.944403,0.948733,0.958474,0.964449,0.95445,0.942342,0.960021,0.906276,0.942712,0.920716,0.95812,0.970496,0.869514,0.961238,0.961525,0.797429,0.979016,0.956939,0.954909,0.894768,0.961354,0.967508,0.905503,0.807309,0.956085,0.976067,0.92286,0.964475,0.969079,0.934022,0.962072,0.898971,1.0,0.920641,0.955063,0.957611,0.921553,0.976204,0.970941,0.83272,0.96888,0.944289,0.958631,0.979009,0.75965,0.922606,0.730404,0.949902,0.916973,0.962081,0.876027,0.90053,0.963114,0.9789,0.924119,0.924106,0.675547,0.959968,0.939645,0.984236,0.952799,0.962954
Mrs. Clay,0.89427,0.922276,0.937478,0.908657,0.89593,0.912042,0.934648,0.927379,0.925617,0.919904,0.903992,0.915002,0.876041,0.895864,0.847121,0.917358,0.906938,0.905166,0.92229,0.922057,0.920938,0.925865,0.837742,0.924955,0.926155,0.914978,0.88823,0.900764,0.927324,0.917485,0.842042,0.916604,0.857616,0.931141,0.906411,0.857413,0.924039,0.900041,0.911238,0.925074,0.897872,0.907465,0.888122,0.910716,0.899663,0.87357,0.87873,0.903349,0.839695,0.908284,0.889176,0.910488,0.907526,0.820904,0.898331,0.918078,0.764297,0.927757,0.918721,0.910877,0.837389,0.891251,0.893484,0.859209,0.748536,0.908243,0.932069,0.936471,0.91551,0.928571,0.883336,0.907423,0.858475,0.920641,1.0,0.918492,0.902319,0.880294,0.914778,0.924161,0.774106,0.91733,0.897998,0.92475,0.929157,0.716686,0.880544,0.711101,0.920442,0.878538,0.917919,0.837183,0.860084,0.915323,0.921084,0.92292,0.879858,0.676777,0.911026,0.889892,0.922196,0.914332,0.922564
Mrs. Croft,0.932637,0.965616,0.972776,0.953932,0.941518,0.954182,0.969191,0.955887,0.963878,0.959674,0.948205,0.9598,0.920224,0.951736,0.906558,0.958273,0.955829,0.960881,0.967108,0.963147,0.940952,0.965346,0.878291,0.96263,0.963154,0.95344,0.929016,0.952694,0.967088,0.960219,0.897417,0.959751,0.873143,0.960767,0.95935,0.879771,0.955527,0.950283,0.951355,0.96002,0.935764,0.946044,0.932425,0.957909,0.946439,0.92076,0.92011,0.953535,0.883424,0.927323,0.936816,0.96193,0.94151,0.881251,0.93772,0.967077,0.797661,0.958652,0.949949,0.943394,0.89863,0.932302,0.936294,0.891143,0.799715,0.93697,0.952531,0.925036,0.955033,0.955915,0.907025,0.960592,0.888554,0.955063,0.918492,1.0,0.944147,0.931749,0.949592,0.953794,0.849332,0.963381,0.921043,0.967093,0.957992,0.742913,0.899135,0.766733,0.965673,0.9203,0.945716,0.894794,0.869043,0.960697,0.951538,0.93246,0.898752,0.630256,0.964246,0.907221,0.953904,0.954167,0.938894
Mrs. Dashwood,0.914641,0.964219,0.96823,0.950373,0.93317,0.949605,0.956333,0.9561,0.963684,0.95875,0.94001,0.951418,0.929299,0.95742,0.916187,0.961232,0.965353,0.95404,0.978934,0.96877,0.939961,0.969857,0.917825,0.964263,0.964563,0.955402,0.930046,0.937651,0.968437,0.95736,0.907356,0.960311,0.883934,0.956685,0.955863,0.872655,0.957876,0.934122,0.96349,0.962081,0.947211,0.938977,0.934071,0.97488,0.947615,0.93171,0.924963,0.938167,0.92436,0.940609,0.927776,0.966776,0.945329,0.88898,0.935763,0.970086,0.781375,0.956029,0.951813,0.952158,0.874267,0.938961,0.952341,0.888604,0.803977,0.944281,0.951194,0.923246,0.96296,0.960885,0.906012,0.944075,0.902295,0.957611,0.902319,0.944147,1.0,0.946475,0.953718,0.950851,0.822673,0.976201,0.930006,0.943465,0.957838,0.753104,0.897267,0.733022,0.954533,0.898982,0.956339,0.89095,0.88667,0.951517,0.959215,0.917423,0.901599,0.671098,0.962017,0.922711,0.960065,0.956244,0.947538
Mrs. Ferrars,0.945212,0.953588,0.948098,0.965853,0.925092,0.96325,0.936875,0.931959,0.937819,0.931543,0.926814,0.934077,0.936229,0.976946,0.868643,0.935016,0.978997,0.941756,0.971175,0.935869,0.915765,0.959626,0.883776,0.938581,0.937053,0.95143,0.915198,0.936655,0.957282,0.93877,0.86586,0.96589,0.883057,0.935483,0.939863,0.867704,0.932467,0.923529,0.927307,0.954041,0.922563,0.947188,0.908219,0.974808,0.917589,0.880553,0.912789,0.926403,0.890735,0.905546,0.943761,0.973054,0.921095,0.896702,0.904433,0.972645,0.78399,0.931984,0.923858,0.94423,0.874133,0.90184,0.913315,0.871681,0.779564,0.907186,0.920408,0.900856,0.946371,0.94669,0.877154,0.941601,0.892936,0.921553,0.880294,0.931749,0.946475,1.0,0.925261,0.925241,0.837752,0.969766,0.901437,0.922399,0.92929,0.757351,0.856235,0.752627,0.958621,0.901528,0.939593,0.921771,0.855114,0.951102,0.925099,0.918708,0.867447,0.596439,0.963227,0.888559,0.922175,0.941453,0.917402
Mrs. Gardiner,0.915229,0.965174,0.969847,0.949496,0.932735,0.94887,0.964093,0.972565,0.973681,0.979217,0.938021,0.973038,0.919102,0.945074,0.923397,0.967905,0.95468,0.961502,0.969209,0.983444,0.942281,0.970723,0.898611,0.972756,0.977741,0.962131,0.927538,0.952245,0.970276,0.977652,0.911665,0.96152,0.890062,0.965871,0.964384,0.891642,0.967243,0.951035,0.981038,0.962622,0.939106,0.944879,0.937291,0.96096,0.952381,0.936423,0.929629,0.953221,0.902534,0.942839,0.927197,0.959648,0.959195,0.875464,0.945488,0.96301,0.797159,0.968454,0.952009,0.957006,0.893583,0.954101,0.960963,0.914172,0.807955,0.943512,0.965803,0.919811,0.957859,0.965148,0.916139,0.955458,0.901532,0.976204,0.914778,0.949592,0.953718,0.925261,1.0,0.965754,0.829437,0.965191,0.935573,0.952362,0.969489,0.766909,0.905065,0.741448,0.951234,0.91745,0.958041,0.883016,0.892451,0.960856,0.967634,0.928233,0.914331,0.655109,0.957813,0.923237,0.972559,0.953638,0.95334
Mrs. Grant,0.918249,0.967591,0.968865,0.949508,0.932525,0.94287,0.965828,0.971338,0.977068,0.974479,0.940304,0.968109,0.91437,0.939161,0.91047,0.973739,0.952712,0.957034,0.968044,0.977027,0.943543,0.970564,0.891226,0.979062,0.974541,0.959726,0.940202,0.951155,0.972265,0.968678,0.899598,0.961302,0.882643,0.974978,0.963175,0.887249,0.973281,0.9487,0.971715,0.962855,0.943027,0.943085,0.939167,0.955871,0.960444,0.936196,0.937798,0.957224,0.888611,0.936161,0.921757,0.957455,0.960863,0.871191,0.957114,0.961882,0.807117,0.978379,0.949369,0.953868,0.889939,0.947178,0.948688,0.911126,0.7952,0.947208,0.975489,0.921544,0.955287,0.966178,0.928139,0.955623,0.903326,0.970941,0.924161,0.953794,0.950851,0.925241,0.965754,1.0,0.827206,0.962034,0.941518,0.956505,0.977432,0.744361,0.917123,0.729765,0.951852,0.912722,0.958648,0.87835,0.892711,0.959796,0.972925,0.926165,0.917978,0.666872,0.955365,0.939686,0.967786,0.945678,0.97087
Mrs. Hurst,0.869461,0.861378,0.848877,0.858059,0.832663,0.860086,0.8467,0.850948,0.85969,0.849858,0.843598,0.844578,0.83651,0.872377,0.820615,0.850495,0.862413,0.879706,0.860209,0.853056,0.824089,0.853394,0.782168,0.854237,0.854662,0.842298,0.809501,0.871357,0.855812,0.865387,0.780208,0.861138,0.751384,0.84345,0.877974,0.766778,0.850441,0.862132,0.829366,0.83986,0.809569,0.859664,0.847725,0.867242,0.856735,0.804187,0.832122,0.855468,0.794783,0.78894,0.874393,0.862154,0.84022,0.817292,0.828636,0.871898,0.735753,0.851083,0.823474,0.829689,0.804935,0.809494,0.849462,0.776832,0.785644,0.820407,0.842003,0.787796,0.838311,0.841202,0.817206,0.873606,0.794385,0.83272,0.774106,0.849332,0.822673,0.837752,0.829437,0.827206,1.0,0.858047,0.808548,0.838174,0.839493,0.684437,0.796103,0.688748,0.858806,0.821586,0.828453,0.821974,0.74356,0.871768,0.824931,0.810244,0.776752,0.436198,0.863932,0.782725,0.821693,0.833643,0.80463
Mrs. Jennings,0.953174,0.984723,0.983559,0.979536,0.951627,0.974621,0.975666,0.970322,0.979896,0.970613,0.95866,0.969623,0.95562,0.984044,0.917433,0.975136,0.988549,0.977549,0.994865,0.977954,0.955102,0.988054,0.918546,0.980121,0.974524,0.977321,0.937564,0.96491,0.986096,0.972886,0.91411,0.98358,0.899524,0.973218,0.974407,0.902468,0.971955,0.959365,0.967033,0.983064,0.957985,0.968916,0.951596,0.991069,0.962902,0.937471,0.945797,0.964327,0.927179,0.944914,0.961353,0.987598,0.963286,0.905509,0.94815,0.989956,0.800103,0.973596,0.963324,0.970783,0.901589,0.946902,0.961465,0.902558,0.822708,0.956445,0.964403,0.935693,0.980515,0.977279,0.926585,0.971465,0.919735,0.96888,0.91733,0.963381,0.976201,0.969766,0.965191,0.962034,0.858047,1.0,0.937546,0.962243,0.974504,0.781645,0.91376,0.754204,0.978921,0.923927,0.973995,0.921875,0.897208,0.981407,0.970053,0.943991,0.909737,0.648373,0.986102,0.928316,0.966558,0.97383,0.956322
Mrs. Morland,0.886849,0.938916,0.945085,0.92499,0.906728,0.921614,0.939746,0.94349,0.953631,0.944241,0.915619,0.935602,0.888378,0.916207,0.880686,0.944666,0.925864,0.933467,0.940527,0.948714,0.924371,0.945351,0.877364,0.948859,0.95012,0.934338,0.926792,0.917141,0.945686,0.936934,0.877244,0.936287,0.874589,0.941296,0.943232,0.869771,0.954404,0.925876,0.946775,0.940333,0.912979,0.917287,0.925973,0.931758,0.928777,0.904752,0.917141,0.91999,0.873338,0.917258,0.901633,0.932085,0.930953,0.846112,0.923922,0.933635,0.784415,0.942266,0.927137,0.935159,0.86081,0.920022,0.923721,0.875348,0.77218,0.926258,0.939824,0.896295,0.937032,0.944356,0.900653,0.93435,0.878704,0.944289,0.897998,0.921043,0.930006,0.901437,0.935573,0.941518,0.808548,0.937546,1.0,0.931357,0.945624,0.736244,0.89403,0.709303,0.927606,0.888882,0.937217,0.852238,0.879007,0.926254,0.945677,0.896619,0.888379,0.696354,0.928946,0.911704,0.946182,0.924211,0.941076
Mrs. Musgrove,0.926546,0.965645,0.970813,0.947549,0.940711,0.951305,0.973038,0.955991,0.966502,0.961182,0.948395,0.955665,0.918148,0.945186,0.896632,0.95903,0.951695,0.95904,0.964126,0.964305,0.94519,0.963998,0.886137,0.966864,0.96082,0.950141,0.919381,0.947818,0.965501,0.957825,0.900162,0.956488,0.892249,0.961494,0.958231,0.885101,0.958824,0.947584,0.952039,0.957177,0.941803,0.946179,0.935578,0.952208,0.947985,0.923668,0.925246,0.949384,0.89147,0.929091,0.936148,0.956297,0.951905,0.879255,0.940941,0.961099,0.789483,0.963176,0.951503,0.942129,0.89271,0.934119,0.942799,0.892179,0.816407,0.943629,0.956209,0.925967,0.955601,0.959387,0.918677,0.960286,0.895266,0.958631,0.92475,0.967093,0.943465,0.922399,0.952362,0.956505,0.838174,0.962243,0.931357,1.0,0.965751,0.753848,0.916271,0.748297,0.958867,0.915235,0.951209,0.887012,0.877903,0.960884,0.957097,0.927664,0.901703,0.640419,0.95971,0.914497,0.954705,0.951483,0.945818
Mrs. Norris,0.92895,0.978546,0.980783,0.958359,0.941944,0.952756,0.978499,0.977577,0.988888,0.979106,0.952706,0.972117,0.934777,0.951061,0.923343,0.986996,0.962822,0.973768,0.977182,0.98348,0.954718,0.9773,0.901559,0.993261,0.979947,0.968015,0.941193,0.966398,0.977168,0.975551,0.917041,0.96641,0.894397,0.984322,0.973733,0.897304,0.980607,0.963636,0.971911,0.972543,0.954842,0.954754,0.953731,0.964036,0.973005,0.95049,0.954133,0.96828,0.91543,0.947747,0.938494,0.964769,0.969439,0.878888,0.969544,0.970434,0.806981,0.990608,0.963164,0.961559,0.899817,0.954629,0.959274,0.907507,0.818042,0.962803,0.985436,0.936948,0.970008,0.974335,0.946534,0.970484,0.911029,0.979009,0.929157,0.957992,0.957838,0.92929,0.969489,0.977432,0.839493,0.974504,0.945624,0.965751,1.0,0.764128,0.942585,0.7549,0.964251,0.92164,0.969148,0.888634,0.896796,0.969668,0.990209,0.936194,0.92485,0.680914,0.965963,0.9482,0.974685,0.962055,0.976019
